topic,evidence_1,evidence_2,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score
We should legalize cannabis,The study also demonstrated a link between an increase in cannabis use and incidences of testicular cancer in men since the 1950s [REF].,A poll conducted by The Mercury in October 2011 showed that 71% of Australians want Cannabis legalised [REF].,CON,PRO,0.7430889010429382,0.826003909111023
We should ban partial birth abortions,"Jeffords consistently voted against the ban on partial-birth abortion, and also against a harsher line on Cuba.",Otter is pro-life and has voted to ban federal funding of abortions and opposes partial-birth abortions.,CON,PRO,0.6462774872779846,0.8358815312385559
We should ban partial birth abortions,"The DLC opposed the partial birth abortion ban, the expiration of the 1994 assault weapon ban, the Clear Skies Initiative, and what they perceived as a lack of funding of the Community Oriented Policing Services (COPS) program.","As Governor, Gilmore signed into law legislation establishing a 24-hour waiting period and informed consent for women seeking an abortion, as well as a ban against partial birth abortion.",CON,PRO,0.5728427767753601,0.6378712654113771
We should ban partial birth abortions,"Obama voted against the Partial-Birth Abortion Ban Act, saying ""On an issue like partial birth abortion, I strongly believe that the state can properly restrict late-term abortions.","On June 24, 2008, Wilkinson authored a concurring opinion in Richmond Medical Center For Women v. Herring, which upheld the Virginia ban on partial-birth abortions.",CON,PRO,0.914128601551056,0.6734218001365662
We should ban male infant circumcision,"Finland's Ministry of Social Affairs and Health reported in 2004 that, ""some 500-1000 circumcisions are performed as a therapeutic measure annually in Finnish hospitals"",[REF] amounting to 710 nationwide cases in 2002 [REF].","A meta-analysis by Van Howe in 2006 found no significant association between circumcision status and HPV infection and that ""the medical literature does not support the claim that circumcision reduces the risk for genital HPV infection"" [REF].",CON,PRO,0.8083090782165527,0.9150860905647278
Sex education should be mandatory,"Some international organizations such as Planned Parenthood consider that broad sex education programs have global benefits, such as controlling the risk of overpopulation and the advancement of women's rights (see also reproductive rights).","In June 2011, Hitchens was booed by a Question Time audience when he said that sex education was causing teenage pregnancies and sexually transmitted diseases, asserting that sex education ""is actually all about taking away [children's] innocence.""",PRO,CON,0.8226025700569153,0.8245646357536316
We should adopt vegetarianism,Vegetarian diet: Vegetarians have been shown to have a 24% reduced risk of dying of heart disease [REF].,Bill Mollison has inconsistently argued in his Permaculture Design Course that vegetarianism exacerbates soil erosion.,PRO,CON,0.5877230167388916,0.5242916941642761
Sex education should be mandatory,"[REF] Planned Parenthood, which advocates family planning and sex education, argues that no studies have shown abstinence-only programs to result in delayed intercourse, and cites surveys showing that 76% of American parents want their children to receive comprehensive sexuality education including condom use.","Public opinion polls conducted over the years have found that the vast majority of Americans favor broader sex education programs over those that teach only abstinence, although abstinence educators recently published poll data with the opposite conclusion [REF].",CON,PRO,0.6089234352111816,0.8278488516807556
We should ban partial birth abortions,The United States Supreme Court upheld the 2003 partial-birth abortion ban by a narrow majority of 5-4.,"For example, Kennedy dissented in the 2000 decision in Stenberg v. Carhart, which struck down laws criminalizing partial-birth abortion [REF].",PRO,CON,0.7480446100234985,0.7028347253799438
We should subsidize condoms,"Green said that according to the ""best studies,"" condoms makes people take wilder sexual risks, thus worsening the spread of the disease.",Bishop Kevin Dowling believes that the Catholic Church should reverse its position on the use of condoms to prevent HIV transmission [REF].,CON,PRO,0.86146479845047,0.7456097602844238
We should adopt open source software,"The Washington Post reported in 2003 that Lois Boland (USPTO Director of International Relations) said ""that open-source software runs counter to the mission of WIPO, which is to promote intellectual-property rights.""","Dougiamas's PhD thesis is entitled ""The use of Open Source software to support a social constructionist epistemology of teaching and learning within Internet-based communities of reflective inquiry"" [REF].",CON,PRO,0.7374152541160583,0.2609798908233642
We should ban male infant circumcision,"As a result of these findings, the WHO and the Joint United Nations Programme on HIV/AIDS (UNAIDS) stated that male circumcision is an efficacious intervention for HIV prevention but should be carried out by well trained medical professionals and under conditions of informed consent [REF].","Lerman and Liao (2001) state that apart from its effects on UTI rates, ""Most of the other medical benefits of circumcision probably can be realized without circumcision as long as access to clean water and proper penile hygiene are achieved.""[REF] .",CON,PRO,0.9223229289054872,0.5475912690162659
We should legalize prostitution,"On November 3, 2009, Rhode Island Governor Donald Carcieri signed into law a bill making the buying and selling of sexual services a crime [REF].","Mayor Goodman supports legalizing prostitution in the city's downtown area as a revenue generator and tool for revitalization,[REF] although a majority of Nevadans polled in 2003 opposed the mayor's position [REF].",CON,PRO,0.6280248761177063,0.9003685116767883
We should legalize cannabis,Evidence suggests that cannabis users can develop tolerance to the effects of THC and experience withdrawal symptoms.,"Canada, Spain, The Netherlands and Austria have legalized some form of cannabis for medicinal use [REF].",CON,PRO,0.9048621654510498,0.67283034324646
We should ban male infant circumcision,"Among men who have sex with men, there is insufficient evidence that male circumcision protects against HIV infection or other Sexually Transmitted Infections [REF].","In a 2008 study of Kenyan men, Krieger et al. stated that ""Adult male circumcision was not associated with sexual dysfunction.",PRO,CON,0.8117136955261229,0.8698434233665466
We should adopt socialism,"During these years, Mujib developed an affinity for socialism as the ideal solution to mass poverty, unemployment and poor living conditions.","In the third FRELIMO party congress in 1983, President Samora Machel conceded the failure of socialism and the need for major political and economic reforms.",PRO,CON,0.2970572412014008,0.3367968797683716
We should abolish the monarchy,"The Southern Society, under Pestel's influence, was more radical and wanted to abolish the monarchy, establish a republic and redistribute land: taking half into state ownership and dividing the rest among the peasants [REF].","The polling conducted by the Morgan Poll in May 2011 showed the support for the monarchy was now 55% (up 17% since 1999), whereas the support for a republic was at 34% (down 20%) [REF].",PRO,CON,0.6208189725875854,0.5270686745643616
We should ban male infant circumcision,Other studies suggest that circumcision may reduce the risk of more invasive forms of penile cancer.,"Connolly et al. (2008) found that ""circumcision had no protective effect in the prevention of HIV transmission.",CON,PRO,0.9020458459854126,0.8728223443031311
We should ban male infant circumcision,Baeten et al. (2005) found that uncircumcised men were at a greater than twofold increased risk of acquiring HIV per sex act when compared with circumcised men.,"The issue was addressed at the Council of Jerusalem where Paul made an argument that circumcision was not a necessary practice, vocally supported by Peter, as documented in .",CON,PRO,0.8461714386940002,0.4928899109363556
We should legalize prostitution,"The Association for the Promotion of Women in Romania opposes legalized prostitution, as they view prostitution as ""another form of violence against women and girls"" [REF].","In the interim Louis IX (1226-1270) attempted to ban prostitution in December 1254, with disastrous social consequences and widespread protests.",CON,PRO,0.7961319088935852,0.3980329930782318
We should legalize polygamy,"Furthermore, former chief rabbi Ovadia Yosef[REF] has come out in favor of legalizing polygamy and the practice of pilegesh (concubine) by the Israeli government.",Richard Abanes claims that church leaders sometimes used polygamy to take advantage of young girls for immoral purposes [REF].,PRO,CON,0.4660208821296692,0.6059802770614624
We should legalize cannabis,Evidence suggests that cannabis users can develop tolerance to the effects of THC and experience withdrawal symptoms.,The DPA believes that cannabis should be legal for medicinal purposes of severely ill individuals.,CON,PRO,0.9048621654510498,0.8113054633140564
We should end affirmative action,"Researchers found that a removal of affirmative action policies from all colleges and universities would result in a significant drop in minority presence in all institutions of higher education, upholding affirmative action's role in diversity in the American classroom [REF].",Opponents of affirmative action such as George Sher believe that affirmative action devalues the accomplishments of people who are chosen based on the social group to which they belong rather than their qualifications [REF].,CON,PRO,0.7477197051048279,0.5212676525115967
We should subsidize biofuels,"Rising demand for biofuels is expected to be good news for the biotechnology sector, with the Department of Energy estimating ethanol usage could reduce U.S. petroleum-derived fuel consumption by up to 30% by 2030.",A team led by Fargione from The Nature Conservancy found that clearing natural lands for use as agricultural land to produce biofuel feedstock creates a carbon debt.,PRO,CON,0.6199848055839539,0.5602900981903076
We should abolish the monarchy,"Former Deputy Prime Minister Michael Cullen declared that he supported the monarchy, stating in 2004 he was ""a sort of token monarchist in the Cabinet these days.""[REF]",The Gulf states were especially inclined to fear an Iranian victory after Khomeini announced that monarchy was an illegitimate and un-Islamic form of government [REF].,CON,PRO,0.8248883485794067,0.541667103767395
We should prohibit corporal punishment,"The American Academy of Pediatrics believes that corporal punishment possesses some negative side-effects and only limited benefits, and recommends the use of other forms of discipline to manage undesirable behavior [REF].","Mr Chee carried over to the new Junior College the long-standing ACS ""family tradition"" of corporal punishment, using caning to discipline misbehaving male students.",PRO,CON,0.945677936077118,0.4355527460575104
We should fight illegal immigration,"In a late 1980s study, economists overwhelmingly viewed immigration, including illegal immigration, as a positive for the economy [REF].","McCrory argued that illegal immigration has brought gang activity to the state, and was straining the resources of public schools and services [REF].",CON,PRO,0.5454612374305725,0.7849790453910828
Sex education should be mandatory,"The letter protested against the lack of sufficient sex and relationships education in schools, and that the UK Youth Parliament believe that this has led to increasing teenage pregnancy.","The authorities believe that such liberalized sex education teaches youth how to obtain sexual gratification, which would encourage sexual abuse of underage children [REF].",PRO,CON,0.7736487984657288,0.7968389987945557
We should introduce school vouchers,Gohmert has made statements and voted for legislation that support the use of school vouchers [REF].,"National Board, January 1989 The League advocates affirmative action programs for minorities and women and opposes private school vouchers [REF].",PRO,CON,0.7404081225395203,0.7327767610549927
We should introduce school vouchers,Proponents assert that school voucher and education tax credit systems promote free market competition among both private and public schools.,"In 2006, the Court struck down a law passed by the Florida State Legislature that had created the United States' first statewide education voucher program.",PRO,CON,0.6987460255622864,0.5252106189727783
We should subsidize condoms,"In response to these findings, and to fight the spread of AIDS, the U.S. Surgeon General Dr. C. Everett Koop supported condom promotion programs.","""Statistics show that condoms really have not been very effective,"" Tobias told a news conference in Berlin on April 21, 2004 [REF].",PRO,CON,0.6809584498405457,0.2362579405307769
We should legalize prostitution,"Mayor Goodman supports legalizing prostitution in the city's downtown area as a revenue generator and tool for revitalization,[REF] although a majority of Nevadans polled in 2003 opposed the mayor's position [REF].","The Austrian Federal Ministry of the Interior considers the illegal prostitution as a problem because it comes along with crimes like human trafficking, pimping and rape.",PRO,CON,0.9003685116767883,0.7224407196044922
We should ban male infant circumcision,"The WHO and UNAIDS recommend male circumcision as a means of reducing the rate of HIV infection,[REF] but this has also proved controversial, with doubts raised about the efficacy of mass circumcision campaigns in sub-Saharan Africa [REF].","The issue was addressed at the Council of Jerusalem where Paul made an argument that circumcision was not a necessary practice, vocally supported by Peter, as documented in .",CON,PRO,0.9141507148742676,0.4928899109363556
Abstinence-only sex education should be mandatory,"Currently, empirical evidence also suggests that abstinence-only sex education does not work, and comprehensive sex education should be used instead [REF].",A U.S. federal government-promoted abstinence-only program was aimed at teens in 1981 in order to discourage premarital sex and unwanted pregnancies.,CON,PRO,0.8423042893409729,0.6766015291213989
We should further exploit wind power,"According to the article, on December 10, 2010, MSNBC reported that ""Pickens said low natural gas prices have made utility companies view wind power as too expensive."" .","In 2008, the Canadian Wind Energy Association (CanWEA), a non-profit trade association, outlined a future strategy for wind energy that would reach a capacity of 55,000 MW by 2025, fulfilling 20% of the country's energy needs.",CON,PRO,0.6157621741294861,0.9116233587265016
We should prohibit hydraulic fracturing,"The Green Party of New York advocates a ban on hydraulic fracturing, which was brought up in the gubernatorial debate by Howie Hawkins [REF].","A 2011 Cornell University study found that natural gas extracted by hydraulic fracturing may contribute as much to global warming as coal, or more so [REF].",PRO,CON,0.4911015927791596,0.8683285713195801
We should ban partial birth abortions,"As Chairman of the House Subcommittee on the Constitution, Chabot authored the legislation to ban the practice of partial-birth abortion.","For example, Kennedy dissented in the 2000 decision in Stenberg v. Carhart, which struck down laws criminalizing partial-birth abortion [REF].",PRO,CON,0.696692705154419,0.7028347253799438
We should increase government regulation,"The regulated expression of H19, from biallelic to monoallelic, throughout embryonic development suggests that regulation is essential for the growth of embryonic and extraembryonic tissues [REF].","Huberty, a survivalist, saw signs of growing trouble in America, believing that government meddling and regulation was the cause of business failures and unemployment, including his own.",PRO,CON,0.8577397465705872,0.5310630202293396
We should ban full-body scanners,"In the UK, the Equality and Human Rights Commission has argued that full-body scanners are a risk to human rights and may be breaking the law [REF].",TSA states that independent polling indicates that the U.S. public generally supports the deployment and use of body scanners at airports [REF].,PRO,CON,0.8891577124595642,0.7584671974182129
We should legalize polygamy,"Christian church leaders such as Archbishop Peter Akinola of the Anglican Church of Nigeria have condemned the practice of polygamy by Christians, with Akinola going on to write ""The observation [of polygamy] will destroy our witness if not firmly addressed.","On January 12, 2006, the Department of Justice (Canada) released a study, authored by three law professors at Queen's University, recommending that Canada repeal the laws that make polygamy a criminal offence [REF].",CON,PRO,0.644831120967865,0.7177801728248596
We should increase government regulation,"In October 2007, a public opinion poll taken by the Japanese government showed that 86.5% of respondents favored regulation on art depicting child pornography, while 90.9% endorsed regulation of ""harmful materials"" on the Internet [REF].",In the 1990s Hans Monderman's studies of driver behavior led him to the realization that signs and regulations had an adverse effect on a driver's ability to interact safely with other road users.,PRO,CON,0.7227681875228882,0.6171252727508545
We should increase government regulation,"And like most industries with pollution problems, chemical manufacturers oppose meddlesome government regulations that make it more difficult and expensive for them to do business.",LEAP is a drug law reform organization that believes legalized regulation is the only ethical and efficient way to undo the damage caused by the War on Drugs.,CON,PRO,0.6893123984336853,0.8107514977455139
We should prohibit corporal punishment,"Zeigler believed Riley should be disciplined to say ""Sir"" and ""Ma'am"" to adults, and that corporal punishment was the best means of disciplining a child.","The Canadian Paediatric Society, therefore, recommends that physicians strongly discourage disciplinary spanking and all other forms of physical punishment"" [REF].",CON,PRO,0.5425704717636108,0.6330275535583496
We should abolish the monarchy,"Ayatollah Khomeini, leader of the Islamic revolution and founder of the Islamic Republic of Iran and its first supreme leader declared that, ""The concept of monarchy totally contradicts Islam.""","Former Deputy Prime Minister Michael Cullen declared that he supported the monarchy, stating in 2004 he was ""a sort of token monarchist in the Cabinet these days.""[REF]",PRO,CON,0.6403242945671082,0.8248883485794067
We should legalize cannabis,"A large, unselected population-based study, published in British Journal of Psychiatry (2008), examined cannabis use and prodromal symptoms of psychosis at age 15-16 years and concluded that cannabis use was associated with prodromal symptoms of psychosis in adolescence [REF].","Medicine since 1999 recognized the prescription of therapeutic cannabis to cover the care according to the broadest scope of diseases for which there can be recognized: fibromyalgia, cancer, HIV / AIDS, neurological disorders, multiple sclerosis, of asthma and glaucoma, as well as post-traumatic stress.",CON,PRO,0.9083563089370728,0.7003892064094543
We should adopt socialism,"Lange and Lerner also admitted that socialism would lack any simulation of financial markets, and that this would cause problems in planning capital investment.","Azad developed a close friendship with Nehru and began espousing socialism as the means to fight inequality, poverty and other national challenges.",CON,PRO,0.5439362525939941,0.2939136028289795
We should legalize cannabis,The study also demonstrated a link between an increase in cannabis use and incidences of testicular cancer in men since the 1950s [REF].,"In 1974 Dr Robert DuPont, the White House drug czar, began to publicly support decriminalization of cannabis, seeing cannabis as a health problem.",CON,PRO,0.7430889010429382,0.7711410522460938
We should subsidize condoms,"In 1987, Tufts University students Davin Wedel and Adam Glickman started Global Protection Corp. in response to C. Everett Koop's statement that ""a condoms can save your life.""","In 2009, Pope Benedict XVI asserted that handing out condoms is not the solution to combating AIDS and might make the problem worse [REF].",PRO,CON,0.8503812551498413,0.8334940075874329
We should legalize prostitution,Fernando Gabeira founder of the Green Party has been a strong voice for sex workers' rights in Brazil and introduced legislation in Congress to recognise prostitution as a profession.,The Swedish Government believes that women selling sexual services to men constitutes a form of violence against women which should be eliminated by reducing demand.,PRO,CON,0.6240898370742798,0.9008740782737732
We should abolish the monarchy,[REF] Polls indicate that many New Zealanders see the monarchy as being of little day-to-day relevance; a One News Colmar Brunton poll in 2002 found that 58% of the population believed the monarchy has little or no relevance to their lives.,"The coronation ceremony was estimated to cost his country roughly 20 million US dollars [REF]. Bokassa attempted to justify his actions by claiming that creating a monarchy would help Central Africa ""stand out"" from the rest of the continent, and earn the world's respect.",PRO,CON,0.8343237638473511,0.7442368865013123
We should subsidize condoms,A 1999 meta-analysis of studies of condom use showed that the consistent use of latex condoms reduces the risk of sexual transmission of HIV by about 85% [REF].,"""Statistics show that condoms really have not been very effective,"" Tobias told a news conference in Berlin on April 21, 2004 [REF].",PRO,CON,0.9403889775276184,0.2362579405307769
We should further exploit hydroelectric dams,"A study for the National Institute for Research in the Amazon found that Hydroelectric reservoirs release a large pulse of carbon dioxide from above-water decay of trees left standing in the reservoirs, especially during the first decade after closing [REF].",The Norwegian Water Resources and Energy Directorate (NVE): (Provides licences for hydropower plant projects) Managing Norway's water resources; promoting an efficient energy market and cost-effective energy system; and promoting efficient energy use.,CON,PRO,0.8856885433197021,0.8049437403678894
We should introduce school vouchers,"In 1990, Milwaukee became the first community in the United States to adopt a school voucher program.","In that campaign, Dewhurst stressed his interest in public education and opposition to school vouchers.",PRO,CON,0.4788952171802521,0.4015000760555267
We should legalize polygamy,"Sarah Pratt, first wife of Mormon Apostle Orson Pratt, in an outspoken critique of Mormon polygamy said that [polygamy] completely demoralizes good men and makes bad men correspondingly worse.","The autonomous regions of Somaliland and Puntland in northern Somalia also recognize polygamy, as does the country's Transitional Federal Government itself, since the country is governed by Sharia law.",CON,PRO,0.7664263248443604,0.5233713984489441
We should further exploit wind power,The IER claims that Pickens' plan relies on government subsidies and that producing large amounts of wind power is not a viable option.,"The UK Energy Research Centre (UKERC) study of intermittency also states that wind energy can displace fossil fuel-based generation, reducing both fuel use and carbon dioxide emissions.",CON,PRO,0.6715027689933777,0.9701987504959106
We should subsidize biofuels,In 2008 a critical report by the Royal Society stated that biofuels risk failing to deliver significant reductions in greenhouse gas emissions from transport and could even be environmentally damaging unless the Government puts the right policies in place [REF].,"Brazil's Environment Minister, Izabella Teixeira, claims that ""biofuel production in Brazil is driven by public policies that seek to increase its production in a sustainable manner, conserving nature, creating jobs and sharing the benefits among the population"" [REF].",CON,PRO,0.9096725583076476,0.8361221551895142
We should end affirmative action,Connerly believes affirmative action is a form of racism and that people can achieve success without preferential treatment in college enrollment or in employment.,"Elkins' views were influential during the late 1960s when Daniel Patrick Moynihan, supported Affirmative action programs in order to counteract the lingering effects of slavery on black culture.",PRO,CON,0.8626871109008789,0.5637418031692505
We should legalize cannabis,"In 1997, the Connecticut Law Revision Commission examined states that had decriminalized cannabis and found decriminalizing small amounts of cannabis has no effect on subsequent use of alcohol or ""harder"" illicit drugs.","Gonzales v. Raich, 2005 ruled in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use.",PRO,CON,0.8767489790916443,0.7714754343032837
We should increase gun control,The court held that the city's 1976 handgun ban violates the Second Amendment right to gun ownership [REF].,The organization of mayors supports gun control and is especially strong on the advocacy to abolish the Tiahrt Amendment.,CON,PRO,0.3960581421852112,0.7430545687675476
We should abolish the monarchy,"A 2002 poll by EKOS Research Associates found that the majority 52% of Canadians think that ""the monarchy is an outdated and regressive institution that has no real relevance to most of Canadians today.""","New Zealand Prime Minister John Key said: ""He believed that the monarchy was an instrument of change and can truly be seen as the architect of evolving democracy in Tonga.",PRO,CON,0.9550170302391052,0.857926070690155
We should ban male infant circumcision,Male circumcision and HIV: Some research has suggested that male circumcision can reduce the risk of HIV infection in some countries.,Both Simon Peter and James the Just spoke against requiring circumcision in Gentile converts and the Council ruled that circumcision was not necessary.,CON,PRO,0.96462482213974,0.6453478336334229
We should increase government regulation,LEAP is a drug law reform organization that believes legalized regulation is the only ethical and efficient way to undo the damage caused by the War on Drugs.,"Berg has voted to curtail EPA regulations, stating: ""In North Dakota, we know the damaging effects that overreaching government regulations can have on our small businesses and their ability to create jobs.""[REF]",PRO,CON,0.8107514977455139,0.9038373231887816
Sex education should be mandatory,"In June 2011, Hitchens was booed by a Question Time audience when he said that sex education was causing teenage pregnancies and sexually transmitted diseases, asserting that sex education ""is actually all about taking away [children's] innocence.""","A coordinated program between UNDP, UNICEF, and the ministries of health and education promotes sexual education at a larger scale in rural areas and spreads awareness of the dangers of female genital cutting.",CON,PRO,0.8245646357536316,0.7604541778564453
We should subsidize condoms,A 1999 meta-analysis of studies of condom use showed that the consistent use of latex condoms reduces the risk of sexual transmission of HIV by about 85% [REF].,"In 2009, Cardinal Maradiaga agreed with the Pope that condoms cannot be of any real benefit in the fight against AIDS [REF].",PRO,CON,0.9403889775276184,0.7822619080543518
We should legalize cannabis,"In recent years, Copenhagen Municipality has been in favor of legalizing cannabis via state-run coffee-shops, in order to take over the control of the substance which is currently mostly supplied by criminal gangs [REF].","Gonzales v. Raich (2005) held in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use even if local laws allow it.",PRO,CON,0.5141888260841371,0.8645851612091064
We should abolish the monarchy,"The Southern Society, under Pestel's influence, was more radical and wanted to abolish the monarchy, establish a republic and redistribute land: taking half into state ownership and dividing the rest among the peasants [REF].","A 1999 Gallup poll found that 48% of Canadians thought Canada should have a monarch as its head of state, while 43% thought Canada should discontinue its ties with the monarchy.",PRO,CON,0.6208189725875854,0.5679892897605896
We should subsidize biofuels,"Jean Ziegler, then UN Special Rapporteur on food, concluded that while the argument for biofuels in terms of energy efficiency and climate change are legitimate, the effects for the world's hungry of transforming wheat and maize crops into biofuel are ""absolutely catastrophic,"" and terms such use of arable land a ""crime against humanity.""","The report is also critical of limited reduction of GHG emissions achieved from biofuels based on feedstocks used in Europe and North America, finding that the current biofuel support policies would reduce greenhouse gas emissions from transport fuel by no more than 0.8% by 2015, while Brazilian ethanol from sugar cane reduces greenhouse gas emissions by at least 80% compared to fossil fuels.",CON,PRO,0.7492599487304688,0.795012891292572
We should introduce school vouchers,"The NEA has often opposed measures such as merit pay, school vouchers, weakening of teacher tenure, certain curricular changes, the No Child Left Behind Act, and many accountability reforms.","Unlike many Democrats, he said he was ""open"" to Sam Brownback's proposal to implement a flat tax in D.C., and he supported school vouchers.",CON,PRO,0.2318139374256134,0.5076873302459717
We should further exploit wind power,"According to the article, on December 10, 2010, MSNBC reported that ""Pickens said low natural gas prices have made utility companies view wind power as too expensive."" .",An opinion poll in Britain in 2002 by MORI on behalf of Greenpeace showed large support for wind energy and a majority for putting an end to nuclear energy if the costs were the same [REF].,CON,PRO,0.6157621741294861,0.9040408134460448
Sex education should be mandatory,"In an attempt to reverse the increasing numbers of teenage pregnancies, governments in many Western countries have instituted sex education programs, the main objective of which is to reduce such pregnancies and STD's.","In 2003 a Catholic church spokesman branded sex education as ""pornography"" and Cardinal O'Brien claimed plans to give sex education to pre-school children amounted to ""state-sponsored sexual abuse of minors.""[REF] .",PRO,CON,0.7139402031898499,0.8025376796722412
We should abandon coal mining,The Wyoming Mining Association (WMA) reports that the coal mining industry alone contributed over $1.15 billion to the state and local governments in 2009 [REF].,"In this case, the court upheld a Pennsylvania statute which limited coal mining causing damage to buildings, dwellings and cemeteries through subsidence.",CON,PRO,0.8181549906730652,0.3233818411827087
We should ban male infant circumcision,"According to the Historia Augusta, the Roman emperor Hadrian issued a decree banning circumcision in the empire,[REF] and some modern scholars argue that this was a main cause of the Jewish Bar Kokhba revolt of 132 CE [REF].","As a result, a panel of experts convened by WHO and the UNAIDS Secretariat has ""recommended that male circumcision now be recognized as an additional important intervention to reduce the risk of heterosexually acquired HIV infection in men.""[REF]",PRO,CON,0.6620254516601562,0.9403297901153564
Sex education should be mandatory,McCain is against federal funding of birth control and sex education; his opposition included a vote against spending $100 million to reduce teen pregnancy by education and contraceptives [REF].,"In an attempt to reverse the increasing numbers of teenage pregnancies, governments in many Western countries have instituted sex education programs, the main objective of which is to reduce such pregnancies and STD's.",CON,PRO,0.5698096752166748,0.7139402031898499
We should introduce universal health care,"Although lacing his ""campaign"" with humorous sound bites, Grayson also stressed his support of abortion rights, universal health care, and a higher minimum wage.","A 1960s record distributed by the American Medical Association, narrated by Ronald Reagan, warns that universal health care could lead to lost freedoms and socialism.",PRO,CON,0.5520846247673035,0.7832679748535156
We should ban partial birth abortions,"While in the State Senate, Lauzen has also sponsored a ban on partial-birth abortion, has supported term limits for State Legislators,[REF] has tried to limit spending in the Illinois General Assembly, and has worked to reduce deficit spending in Illinois.","In the 2000 Supreme Court case of Stenberg v. Carhart, a Nebraska law banning ""partial-birth abortion"" was ruled unconstitutional, in part because the language defining ""partial-birth abortion"" was deemed vague [REF].",PRO,CON,0.7174361348152161,0.586283266544342
We should prohibit hydraulic fracturing,"A study out of Cornell's College of Veterinary Medicine, soon to be published in 'New Solutions: A Journal of Environmental and Occupational Health Policy,' suggests that hydraulic fracking is sickening and killing cows, horses, goats, llamas, chickens, dogs, cats, fish and other wildlife, as well as humans.","During the 2012 presidential campaign, GOP Primary Candidate Rick Perry cited a study funded by the Marcellus Shale Coalition that fracking the Marcellus Formation is expected to create a quarter million jobs under the current policies of the Obama administration [REF].",PRO,CON,0.5989094376564026,0.8711596727371216
We should lower the drinking age,"To date, the most successful law in combating drinking and driving has been raising the minimum drinking age to 21 (NIAAA, 2011).","In late March, several NYRA members traveled to Vermont in support of a bill lowering the drinking age to 18.",CON,PRO,0.3078066706657409,0.4807511866092682
We should ban male infant circumcision,"The American Medical Association states that circumcision, properly performed, protects against the development of phimosis [REF].","Simon Peter, who for Catholic Christians is the first Pope, condemned circumcision for converts according to .",CON,PRO,0.8930996060371399,0.5414161086082458
We should subsidize condoms,"Some senior Catholic authorities, such as Belgian Cardinal Emeritus Godfried Danneels, believe the Catholic Church should support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder [REF].","In 2003, contrary to empirical evidence, the president of the Vatican's Pontifical Council for the Family - ""senior spokesman"" Cardinal Alfonso Lopez Trujillo - claimed that condoms are permeable to the aids virus.",PRO,CON,0.8853585124015808,0.608909547328949
We should abolish the right to keep and bear arms,The Second Amendment protects the right of the people to keep and bear arms.,"Despite his past, Joe no longer supports the unequivocal right to bear arms.",CON,PRO,0.5093480944633484,0.399913102388382
We should end affirmative action,"In February 2007, Sarkozy appeared on a televised debate on TF1 where he expressed his support for affirmative action and the freedom to work overtime.","Opponents,[REF] who sometimes say that affirmative action is ""reverse discrimination"", further claim that affirmative action has undesirable side-effects in addition to failing to achieve its goals.",CON,PRO,0.3405173122882843,0.8408110737800598
We should increase government regulation,"As with wired Internet access, the CTIA has stated that they strongly believe that regulation is not necessary and may do more harm than good [REF].","In 2004, conservative think tank Cato Institute published a study which concluded that regulation provides benefits in the amount of $170 billion but costs the public up to $340 billion [REF].",CON,PRO,0.9180021286010742,0.9116618037223816
We should subsidize biofuels,Environmental campaigner George Monbiot has argued for a 5-year freeze on biofuels while their impact on poor communities and the environment is assessed [REF].,"Alternative Energy In 2006, Etheridge joined U.S. Congresswoman Stephanie Herseth in proposing increased research and development of biofuels to reduce the United States' dependence on foreign oil [REF].",CON,PRO,0.4901556074619293,0.8401623964309692
We should fight illegal immigration,"In a late 1980s study, economists overwhelmingly viewed immigration, including illegal immigration, as a positive for the economy [REF].","TCC opposes illegal immigration and legislation characterized by TCC as an amnesty for illegal immigrants, such as S. 2611.",CON,PRO,0.5454612374305725,0.2665753066539764
We should fight illegal immigration,"George J. Borjas, an economist at Harvard University, has argued that illegal immigration may reduce the economic status of U.S. poor while benefiting middle class individuals and wealthier Americans [REF].",One survey conducted in the 1980s found that 76 percent of economists felt recent illegal immigration had a positive effect on the economy [REF].,PRO,CON,0.9209821820259094,0.8336083889007568
We should prohibit corporal punishment,"Although some Christians use physical discipline for religious reasons, the European Commission of Human Rights rejected an application in 1982 by Swedish parents who alleged that Sweden's 1979 ban on parental physical punishment breached their right to respect for family life and religious freedom [REF].","A 1997 study by Straus, Sugarman and Giles-Sims[REF] found detrimental child outcomes of nonabusive or customary physical punishment by parents using a design that would not also tend to find detrimental outcomes of most alternative discipline responses.",CON,PRO,0.5925745964050293,0.6696418523788452
We should abolish the right to keep and bear arms,Buerkle is outspoken and definitive in her support for the right to bear arms.,"Despite his past, Joe no longer supports the unequivocal right to bear arms.",CON,PRO,0.1765872091054916,0.399913102388382
We should ban male infant circumcision,Baeten et al. (2005) found that uncircumcised men were at a greater than twofold increased risk of acquiring HIV per sex act when compared with circumcised men.,The Catholic Church condemned the observance of circumcision as a mortal sin and ordered against its practice in the Council of Basel-Florence in 1442 [REF].,CON,PRO,0.8461714386940002,0.3029617369174957
